Norwegian,English
ekstra,"accessory, extra"
"ekstra, medskyldig",accessory
ekstrakt,extract
ekstravaganse,extravagance
"ekstravaganse, urimelighet, ødselhet",extravagance
ekstravagant,extravagant
"ekstravagant, ødsel",extravagant
ekstrem,extreme
ekstreme,extreme
ekstremitet,extremity
"ekstremitet, ytterpunkt",extremity
ekte,authentic
ektefødt,legitimate
ektemann,husband
ekteskap,"marriage, matrimony"
ekteskapsbryter,"adulter, adultress"
ektopisk,ectopic
ekvator,equator
elastisitet,elasticity
elastisk,elastic
eldre,elder
eldst,"elder, eldest"
"eldst, eldre",elder
elefant,elephant
eleganse,"elegance, flair"
elegant,"fashionable, elegant"
"elegant, moderne",fashionable
elektriker,electrician
elektrisitet,electricity
elektrisk,electric(al)
element,element
elementær,elementary
elendig,lousy
elev,learner
"elev, lærling",learner
elfenben,ivory
elg,elk
ellers,else
"ellers, annen",else
elleve,eleven
ellevte,eleventh
elske,love
elskede,love
"elskede, kjæreste, elske, kjærlighet",love
elskelig,lovable
elskende,lovers
"elskende, elskere",lovers
elsker,lover
elskere,lovers
elskling,darling
elskverdig,gracious
"elskverdig, nådig",gracious
elte,knead
elv,river
"elv, flod",river
elveblest,hives
elvemunning,estuary
emalje,enamel
emaljere,enamel
en,"one, a"
en annen,another
en som mater,feeder
"en, et",a
enda,yet
ende,haunches
endelig,"at last, eventual, finally"
"endelig, definitiv",definitive
"endelig, tilslutt",finally
endelse,ending
endeløs,"interminable, endless"
"endeløs, uendelig",endless interminable
energi,energy
energisk,energetic
engangs-,disposable
engasjement,"involvement, engagement"
"engasjement, forlovelse",engagement
engasjere,engage
"engasjere, ansette",engage
England,England
engstelig,fearful
engstelse,anxiety
"engstelse, uro",anxiety
enhver,every
enighet,"concord, accord"
enke,dowager
enkel,homely
"enkel, stygg",homely
ennå,yet
enorm,enormous
ense,heed
ensformig,"drab, humdrum"
ensom,"lonely, lonesome, remote, gaunt, dreary"
"ensom, fjern",remote
"ensom, trist, kjedelig",dreary
entrè,hall
entusiasme,enthusiasm
"entusiasme, begeistring",enthusiasm
entusiast,enthusiast
entusiastisk,enthusiastic
"entusiastisk, begeistret",enthusiastic
enveiskjøring,one-way traffic
epidemi,epidemic
epidemisk,epidemic
episkopal,episcopalian
"episkopal, biskoppelig",episcopalian
episode,incident
"episode, hendelse, innfallende",incident
eple,apple
er,am is
ereksjon,erection
eremitt,hermit
erfare,learn
erfaren,experienced
erfaring,experience
ergre,"fret, exasperate"
ergrelse,irritation
erklære,declare
erklæring,declaration
erobre,"conquer, capture"
"erobre, seire",conquer
erodere,erode
"erodere, tære bort",erode
erstatte,compensate
ert,pea
erte,kid
ertende,quizzical
"ertende, spørrende",quizzical
ervervelse,acquisition
esel,ass donkey
eskorte,escort
essay,essay
"essay, stil",essay
et,a
etablere,establish
etablering,establishment
etablert,established
etablissement,establishment
"etablissement, etablering",establishment
etappe,leg
etasje,"floor, storey, story"
"etasje, golv",floor
etikett,label
etikk,ethics
etnisk,ethnic
etse,etch
etsende,corrosive
etsning,etching
"etsning, radering",etching
etter,"after, from"
"etter, bak",after
"etter, fra, mot, på grunnlag av, ut fra",from
etterforske,investigate
etterforskning,investigation
etterfølge,follow
ettergivende,indulgent
"ettergivende, overbærende",indulgent
ettergivenhet,indulgence
etterkomme,accede to
"etterkomme, imøtekomme",accede to
etterkommer,descendant
etterlate,leave
etterlignbar,imitable
etterligne,"emulate, imitate, impersonate"
etterligner,imitator
etterligning,imitation impersonation
ettermiddag,afternoon
etternøler,latecomer
etterpåklokskap,hindsight
etterretning,intelligence
"etterretning, intelligens",intelligence
ettersom,inasmuch as
etterspørsel,demand
ettertrykk,emphasis
ettertrykkelig,emphatic
EU,EC
Europa,Europe
Europeer,Eoropean
Europeisk,Eoropean
"Europeisk, Europeer",Eoropean
evakuere,evacuate
"evakuere, tømme, rømme",evacuate
evakuering,evacuation
evangelium,gospel
eventualitet,eventuality
eventyr,"fairytale, adventure"
evig,eternal
evighet,eternity
evigvarende,everlasting
evje,eddy
evne,"faculty, capability"
"evne, dyktighet",capability
"evne, fakultet",faculty
expresstog,express
fabel,fable
"fabel, fable, dikte",fable
fabelaktig,fabulous
fable,fable
fabrikk,factory
faderlig,fatherly
fagmann,expert
faks,faxmachine
fakse,fax
faktisk,"factual, actual"
faktor,factor
faktum,fact
"faktum, kjennsgjerning",fact
faktura,invoice
fakturere,invoice
"fakturere, faktura",invoice
fakultet,faculty
fald,hem
falde,hem
"falde, fald, kremte, søm",hem
falitt,failure
falk,falcon
fall,fall
"fall, falle, høst",fall
falle,fall
falleferdig,dilapidated
fallrep,gangway
"fallrep, landgang",gangway
fallskjerm,parachute
falme,fade
falsemaskin,folder
"falsemaskin, folder, mappe",folder
falsk,"fraudulent, false"
"falsk, svikefull",fraudulent
"falsk, uekte",false
familie,family
familieforsørger,breadwinner
famle,"fumble, grope"
"famle, føle seg fram",grope
fanatiker,"bigot, zealot, fanatic"
fanatisk,fanatic
"fanatisk, fanatiker",fanatic
fanatisme,fanaticism
fanfare,flourish
"fanfare, snirkel, trives, florere",flourish
fange,"convict, catch, capture, grapple"
"fange, erobre, gripe",capture
"fange, gripe",grapple
fangenskap,imprisonment
fangst,"haul, catch"
"fangst, frakt, hale, dra, rykk, kast",haul
"fangst, oppfatte, gripe, fange, pådra seg, fange",catch
fantasi,"imagination, fancy"
fantasifull,fanciful imaginative
fantastisk,fantastic
far,father
fare,"danger, jeopardy, peril, hazard"
"fare, våge",hazard
farge,"colour, hue, dye"
"farge, anstrøk",hue
fargestoff,dye
"fargestoff, farge",dye
farlig,dangerous
farløs,fatherless
farskap,fatherhood
farsott,epidemic
"farsott, epidemi, epidemisk",epidemic
fart,speed
farte omkring,gad about
fartsgrense,"speed limit, speed-limit"
farvel,"bye, adieu, goodbye, good-bye"
"farvel, adjø",adieu
"farvel, på gjensyn",bye goodbye
farvell,farewell
"farvell, avskjed",farewell
fasade,front
fast,firm
faste,"Lent, fast"
fasthet,firmness
fastholde,insist on
fastsatt,fixed
fastsette,appoint
fat,"keg, dish, course, platter"
"fat, kurs, bane, forløp, tallerken",course
"fat, tallerken",dish platter
"fat, tønne",keg
fattig,"poor, miserable"
fattigdom,poverty
favn,fathom
favoritt,favourite
"favoritt, yndling",favourite
fe,fairy
feber,fever
feberfantasere,delirious
febernedsettende middel,febrifuge
febrilsk,feverish
februar,February
fedd,clove
feide,feud
"feide, strid",feud
feighet,cowardice
feiging,coward
feil,"fault, defect, flaw, error, mistake, lapse"
"feil, forfall, forfalle, feile, forløp",lapse
"feil, mangel",flaw
"feil, mistak",mistake
"feil, skyld",fault
feilaktig,erroneous
feile,"err, lapse"
feilfri,"faultless, flawless"
feilslutning,fallacy
fekte,fence
fekter,fencer
fekting,fencing
fele,fiddle
felg,rim
felles,common
felles-,joint
"felles-, ledd, skjøte, skjøt",joint
fellesskap,fellowship
"fellesskap, kameratskap",fellowship
felt,field
"felt, jorde",field
feltflaske,"canteen, water-bottle, flask"
"feltflaske, kolbe, lommelerke, flaske",flask
fem,five
feminin,"effeminate, feminine"
"feminin, kvinnelig",feminine
femte,fifth
femten,fifteen
femti,fifty
femtiende,fiftieth
fender,fender
"fender, støtfanger, bilskjerm",fender
fengsel,"gaol, jail, prison"
"fengsel, fengsel",gaol
"fengsel, fengsle",jail
fengsle,"captivate, imprison, grip, jail"
fengslende,"gripping, compelling"
"fengslende, tvingende",compelling
fengsling,imprisonment
"fengsling, fangenskap",imprisonment
fennikel,fennel
fenrik,ensign
"fenrik, flagg, merke",ensign
ferdig,"finished, done"
"ferdig, fullbrakt",finished
ferdighet,knack
ferie,"spare time, time off, holiday, vacation"
"ferie, fridag, helligdag",holiday
ferje,ferry
"ferje, ferje",ferry
fersk,fresh
fersken,peach
ferskvann,freshwater
fest,feast
feste,"fix, fasten"
"feste, fiksere, avtale, ordne",fix
festet,fixed
"festet, fastsatt",fixed
festlig,festive
festlighet,festivity
festning,fortress
festspill,festival
fet,fat
fett,"grease, fat"
"fett, fet, tykk",fat
fetter,cousin
fettete,greasy
fettholdighet,fattiness
fettsuging,fatsuction liposuction
fiasko,"flop, failure"
"fiasko, svikt, falitt",failure
fiber,fibre
"fiber, støpning",fibre
fiende,enemy
fiendskap,"enmity, hostility, animosity"
fiendtlig,"adverse, hostile inimical"
fiendtlighet,hostility
"fiendtlighet, fiendskap",hostility
figurere,figure
"figurere, skikkelse, anta, tall, framstille",figure
fiken,fig
fikentre,fig
"fikentre, fiken",fig
fiksere,fix
fiksering,fixation
fiktiv,"fictive, fictitious"
"fiktiv, oppdiktet",fictitious
fil,file
filigran,filigree
film,"motion picture, film, movie"
filme,film
filt,felt
filter,filter
"filter, filtrere",filter
filtrere,filter
filèt,fillet
finale,"finale, final"
"finale, sist, endelig",final
finans,finance
finans-,financial
"finans-, økonomisk",financial
finanser,finances
finansiere,"finance, fund"
"finansiere, finans",finance
finfølelse,delicacy
finger,finger
fingeravtrykk,fingerprint
fingernem,"handy, dexterous"
"fingernem, praktisk, bekvem",handy
fingre med,finger
finhet,fineness
finne,"fin, find"
finne ut,ascertain
finpuss,finish
fintfølende,delicate
fiolett,violet
fiolin,violin
fippskjegg,goatee
fire,"four, lower"
"fire, nedre, under-, lavere, senke",lower
firedobbelt,fourfold
firfirsle,lizard
firkantet,quadrangular
firma,firm
"firma, fast, standhaftig",firm
fisk,fish
"fisk, fiske",fish
fiske,fish
fiskehandler,fishmonger
fiskekrok,fish hook
fiskeoppdretter,fishfarm
fisker,fisherman
fiskeri,fisheries
fiskestang,fishing rod
fjell,mountain
fjelldal,glen
fjellkløft,"gorge, gulch"
fjern,"distant, far, remote"
"fjern, fjern, langt borte",far
fjerne,excise
fjernere,farther
"fjernere, lengre",farther
fjernest,farthest
fjernsyn,"television, tv"
fjollete,frivolous
"fjollete, betydningsløs",frivolous
fjollethet,frivolity
fjols,goof
fjord,"firth, fjord, loch, inlet"
"fjord, innløp, vik",inlet
fjorten,fourteen
fjorten dager,fortnight
fjær,feather
fjærde,fourth
fjærdedel,quarter
fjære,ebb
"fjære, ebbe, minke",ebb
fjærkledd,feathery
fjærlett,feathery
"fjærlett, fjærkledd",feathery
flagg,"banner, ensign, flag"
flaggermus,bat
flaggstang,flagpole
flagre,flutter
"flagre, gjøre urolig , vibrering, flagring",flutter
flagring,flutter
flak,flake
"flak, fnugg",flake
flakke,flare
flammende,fiery
flanell,flannel
flanellsbukser,flannels
flanke,flank
flaske,"bottle, flask"
flass,dandruff
flasse,flake off
flat,"flat, even, smooth"
"flat, flate, punktering, leilighet, flat, slette",flat
"flat, glatt, lik, til og med, jevn, selv om",even
flate,"flat, level"
flau,insipid
"flau, smakløs",insipid
fleipete,flippant
"fleipete, rappmunnet",flippant
flekk,blot
fleksibel,flexible
fleksibilitet,flexibility
flenge,gash
flesk,bacon
flid,diligence
flik,lobe
"flik, lapp",lobe
flimre,flicker
"flimre, blafre",flicker
flink,"good, clever"
"flink, dyktig",clever
flint,flint
flittig,diligent industrious
flo,"flow, flood-tide"
"flo, høyvann",flood-tide
"flo, stige, flyte, strøm",flow
flod,river
flodhest,hippopotamus
flokete,fuzzy
"flokete, krusete",fuzzy
flokk,"flock, herd"
"flokk, flokkes, ulldott",flock
"flokk, gjete",herd
flokkes,flock
flom,flood
"flom, oversvømmelse",flood
flombelyst,floodlit
flomlys,floodlight
florere,flourish
florett,foil
flottør,float
"flottør, sveve, flåte, flyte, dupp",float
flue,"housefly, fly"
flukt,"flight, escape"
fluor,fluoride
fluorisering,fluoridation
fly,"aeroplane, plane, airplane"
"fly, bykart",plane
flyger,flier flyer
flygning,flight
"flygning, flukt, flytur, svev",flight
flykte,"flee, fly"
"flykte, flue, buksesmekk",fly
flyktende,fugitive
flyktig,fugitive
flyktning,"displaced person, fugitive"
"flyktning, flyktig, flyktende",fugitive
flyndre,flounder
flyplass,"airfield, airport"
flyte,"float, flow"
flytende,"fluent, liquid, fluid"
"flytende, væske",fluid
flytte på,displace
flytur,flight
flå,"flay, fleece"
flåte,"float, fleet"
"flåte, vognpark",fleet
flørt,flirtation
flørte,flirt
fløte,cream
fløtekrem,whipped cream
fløyel,velvet
fløyte,flute
fnise,giggle
fnugg,flake
foajè,lobby
fokus,focus
"fokus, fokusere, brennpunkt",focus
fokusere,focus
fold,fold
"fold, brette, folde",fold
folde,fold
foldekniv,jack knife
folder,folder
folie,foil
folk,"folk, people"
fond,fund
"fond, finansiere, kapital",fund
fontène,fountain
for,for
for alltid,evermore
for det første,firstly
for eksempel,for instance
for-,fore
"for-, foran, forrest",fore
forakt,contempt
foran,"in front of, before, fore"
forandre,change
"forandre, veksle",change
forbanne,curse
"forbanne, forbannelse",curse
forbannelse,curse
forbasket,confounded
"forbasket, pokkers",confounded
forbause,astonish
forbausende,astonishing
forbedre,"improve, enhance"
"forbedre, øke",enhance
forbedring,"enhancement, improvement"
forbilde,ideal
"forbilde, ideell",ideal
forbinde,"join, link"
"forbinde, forene, skjøte, slutte seg til",join
forbindelse,"associate, liaison, connection, link"
"forbindelse, kjærlighetsaffære, samband",liaison
"forbindelse, kollega",associate
forbitre,embitter
"forbitre, gjøre bitter",embitter
forbløffe,astound
forbløffende,flabbergast
forbløffet,dumbfounded
"forbløffet, målløs",dumbfounded
forbokstav,initial
"forbokstav, begynnelses-",initial
forbrenne,incinerate
"forbrenne, brenne",incinerate
forbrenning,"combustion, incineration"
forbrenningsovn,incinerator
forbruk,expenditure
"forbruk, utgifter",expenditure
forbrukeravgift,exciseduty
forbrutt,forfeit
"forbrutt, forspille, pant, forspilt",forfeit
forbrytelse,crime felony
forbryter,felon
forbund,"confederacy, federation, league"
"forbund, liga",league
forbunds-,federal
"forbunds-, føderal",federal
forby,forbid
fordampe,evaporate
fordampning,evaporation
fordel,advantage
fordele,distribute
"fordele, dele ut",distribute
fordeler,distributor
fordeling,distribution
fordervet,corrupt
"fordervet, korrupt",corrupt
fordi,because
fordre,"demand, claim"
"fordre, krav, etterspørsel, kreve",demand
"fordre, kreve",claim
fordreie,distort
fordrive,"eject, expel, dispossess"
fordrivelse,expulsion
"fordrivelse, utvisning",expulsion
fordypning,hollow
fordømme,"denounce, condemn"
"fordømme, kondemnere",condemn
fordømmelse,denunciation
fordømt,infernal
fordøye,digest
fordøyelse,digestion
foredrag,"discourse, lecture"
"foredrag, forelesning",lecture
foregripe,"encroach, anticipate"
"foregripe, forutse",anticipate
foregriping,anticipation
forekommende,forthcoming
"forekommende, forestående",forthcoming
foreldre,parents
foreleser,lecturer
forelesning,lecture
foreliggende,existing
"foreliggende, eksisterende",existing
forene,"join, yoke"
forening,association society
forenkle,simplify
forenlighet,compatibility
"forenlighet, samsvar",compatibility
foresendelse,forwarding
forespørsel,"inquiry, enquiry"
"forespørsel, undersøkelse",enquiry
forestille seg,"envisage, imagine"
forestående,"imminent, forthcoming"
foretagende,enterprise
"foretagende, foretaksomhet",enterprise
foretaksom,enterprising
foretaksomhet,enterprise
forevige,eternalize
forfall,"decadence, lapse, decline, decay"
forfalle,lapse
forfallen,due
forfalske,"adulterate, counterfeit, fake, falsify"
forfalsker,faker
forfalskning,"counterfeit, falsification, fake"
"forfalskning, forfalske",counterfeit fake
forfatter,author
forferde,"horrify, dismay"
"forferde, forferdelse",dismay
forferdelig,horrifying
"forferdelig, gruoppvekkende",horrifying
forferdelse,"dismay, horror"
forfjamset,flurried
forfriskende,invigorating
forgasser,carburettor
forgjeves,futile
forgrunn,foreground
forgude,idolize
forgylle,gild
forgylling,gilt
forgylt,gilt
"forgylt, forgylling",gilt
forhandler,distributor
"forhandler, fordeler",distributor
